Attrition_Flag,Gender,Education_Level,Marital_Status,Income_Category,Card_Category,,Attrition_Flag,Gender,Education_Level,Marital_Status,Income_Category,Card_Category,,,,
Existing Customer,F,Graduate,Single,Less than $40K,Blue,,,,,,,,,,,
Existing Customer,M,Unknown,Single,$80K - $120K,Blue,,,,,,,,,,,
Existing Customer,M,Uneducated,Married,$80K - $120K,Blue,,,,,,,,,,,
Existing Customer,F,Uneducated,Divorced,Less than $40K,Blue,,,,,,,,,,,
Existing Customer,F,High School,Married,Unknown,Blue,,,,,,,,,,,
Existing Customer,F,Graduate,Married,Less than $40K,Blue,,,,,,,,,,,
Attrited Customer,F,Unknown,Single,Less than $40K,Blue,,,,,,,,,,,
Existing Customer,M,Doctorate,Single,$60K - $80K,Silver,,,,,,,,,,,
Existing Customer,F,High School,Divorced,Less than $40K,Blue,,,,,,,,,,,
Existing Customer,M,Post-Graduate,Single,$60K - $80K,Blue,,,,,,,,,,,
Existing Customer,M,Post-Graduate,Single,$80K - $120K,Blue,,,,,,,,,,,
Existing Customer,F,Unknown,Unknown,Less than $40K,Blue,,,,,,,,,,,
Attrited Customer,M,Uneducated,Married,$120K +,Silver,,,,,,,,,,,
Existing Customer,F,Graduate,Single,Unknown,Blue,,,,,,,,,,,
Existing Customer,M,Graduate,Married,Less than $40K,Silver,,,,,,,,,,,
Attrited Customer,M,Uneducated,Single,$40K - $60K,Blue,,,,,,,,,,,
Existing Customer,F,College,Married,$40K - $60K,Blue,,,,,,,,,,,
Existing Customer,F,Uneducated,Married,Less than $40K,Silver,,,,,,,,,,,
Existing Customer,M,High School,Single,$40K - $60K,Blue,,,,,,,,,,,
Existing Customer,M,Graduate,Married,Less than $40K,Blue,,,,,,,,,,,
Existing Customer,F,Unknown,Single,Less than $40K,Blue,,,,,,,,,,,
Existing Customer,M,Uneducated,Married,$60K - $80K,Blue,,,,,,,,,,,
Attrited Customer,M,College,Single,$80K - $120K,Silver,,,,,,,,,,,
Attrited Customer,M,Doctorate,Single,$80K - $120K,Blue,,,,,,,,,,,
Existing Customer,F,Post-Graduate,Married,Less than $40K,Blue,,,,,,,,,,,
Existing Customer,M,Uneducated,Married,$120K +,Blue,,,,,,,,,,,
Existing Customer,M,Graduate,Single,$120K +,Blue,,,,,,,,,,,
Existing Customer,M,Graduate,Married,$80K - $120K,Blue,,,,,,,,,,,
Existing Customer,F,High School,Single,Unknown,Blue,,,,,,,,,,,
Existing Customer,M,Graduate,Divorced,$80K - $120K,Blue,,,,,,,,,,,
Existing Customer,F,Uneducated,Married,Less than $40K,Blue,,,,,,,,,,,
Attrited Customer,F,Uneducated,Unknown,Less than $40K,Silver,,,,,,,,,,,
Existing Customer,M,Graduate,Married,$60K - $80K,Blue,,,,,,,,,,,
Existing Customer,M,Uneducated,Single,$80K - $120K,Blue,,,,,,,,,,,
Existing Customer,F,High School,Single,Less than $40K,Blue,,,,,,,,,,,
Existing Customer,M,Graduate,Single,$40K - $60K,Blue,,,,,,,,,,,
Existing Customer,F,Graduate,Married,Less than $40K,Gold,,,,,,,,,,,
Attrited Customer,M,Uneducated,Unknown,$80K - $120K,Blue,,,,,,,,,,,
Attrited Customer,F,Graduate,Married,Less than $40K,Blue,,,,,,,,,,,
Existing Customer,M,Graduate,Married,$80K - $120K,Blue,,,,,,,,,,,
Existing Customer,F,Graduate,Single,Less than $40K,Blue,,,,,,,,,,,
Existing Customer,F,Graduate,Married,$40K - $60K,Blue,,,,,,,,,,,
Existing Customer,F,Unknown,Single,Less than $40K,Silver,,,,,,,,,,,
Existing Customer,F,High School,Married,Less than $40K,Blue,,,,,,,,,,,
Existing Customer,F,Uneducated,Married,Unknown,Blue,,,,,,,,,,,
Attrited Customer,M,Post-Graduate,Married,$60K - $80K,Blue,,,,,,,,,,,
Existing Customer,M,Graduate,Single,$80K - $120K,Blue,,,,,,,,,,,
Existing Customer,M,Graduate,Married,$120K +,Blue,,,,,,,,,,,
Existing Customer,M,Uneducated,Married,$80K - $120K,Blue,,,,,,,,,,,
Existing Customer,M,High School,Single,$80K - $120K,Silver,,,,,,,,,,,
Attrited Customer,M,Graduate,Single,$40K - $60K,Blue,,,,,,,,,,,
Existing Customer,F,Post-Graduate,Married,Less than $40K,Blue,,,,,,,,,,,
Attrited Customer,M,Unknown,Married,$40K - $60K,Blue,,,,,,,,,,,
Existing Customer,M,Uneducated,Single,Less than $40K,Blue,,,,,,,,,,,
Attrited Customer,F,Graduate,Married,Less than $40K,Silver,,,,,,,,,,,
Existing Customer,M,Unknown,Married,Less than $40K,Blue,,,,,,,,,,,
Attrited Customer,M,Graduate,Married,$80K - $120K,Blue,,,,,,,,,,,
Attrited Customer,M,High School,Unknown,$120K +,Blue,,,,,,,,,,,
Existing Customer,M,High School,Single,$80K - $120K,Blue,,,,,,,,,,,
Existing Customer,M,High School,Single,$60K - $80K,Blue,,,,,,,,,,,
Existing Customer,F,Graduate,Single,Less than $40K,Blue,,,,,,,,,,,
Existing Customer,M,Unknown,Married,$80K - $120K,Blue,,,,,,,,,,,
Existing Customer,F,College,Married,Unknown,Silver,,,,,,,,,,,
Existing Customer,F,Graduate,Unknown,Unknown,Silver,,,,,,,,,,,
Existing Customer,M,College,Married,$80K - $120K,Blue,,,,,,,,,,,
Attrited Customer,M,High School,Married,$80K - $120K,Blue,,,,,,,,,,,
Attrited Customer,M,Graduate,Single,$120K +,Blue,,,,,,,,,,,
Attrited Customer,M,High School,Married,Less than $40K,Blue,,,,,,,,,,,
Existing Customer,M,High School,Divorced,$120K +,Blue,,,,,,,,,,,
Existing Customer,F,High School,Married,Less than $40K,Blue,,,,,,,,,,,
Existing Customer,M,Unknown,Unknown,Less than $40K,Blue,,,,,,,,,,,
Existing Customer,F,Unknown,Divorced,Less than $40K,Blue,,,,,,,,,,,
Existing Customer,M,Uneducated,Married,$120K +,Silver,,,,,,,,,,,
Existing Customer,M,Uneducated,Single,$80K - $120K,Blue,,,,,,,,,,,
Attrited Customer,M,Graduate,Divorced,$80K - $120K,Silver,,,,,,,,,,,
Attrited Customer,F,Doctorate,Single,Less than $40K,Blue,,,,,,,,,,,
Existing Customer,F,Uneducated,Married,Less than $40K,Blue,,,,,,,,,,,
Existing Customer,F,Graduate,Single,Less than $40K,Blue,,,,,,,,,,,
Existing Customer,F,Uneducated,Unknown,Less than $40K,Blue,,,,,,,,,,,
Existing Customer,F,Doctorate,Divorced,$40K - $60K,Blue,,,,,,,,,,,
Attrited Customer,M,Graduate,Married,$80K - $120K,Silver,,,,,,,,,,,
Existing Customer,F,High School,Married,Less than $40K,Blue,,,,,,,,,,,
Attrited Customer,M,Uneducated,Single,$40K - $60K,Blue,,,,,,,,,,,
Existing Customer,M,Uneducated,Married,$120K +,Blue,,,,,,,,,,,
Existing Customer,F,Unknown,Married,Less than $40K,Blue,,,,,,,,,,,
Attrited Customer,M,College,Single,$40K - $60K,Blue,,,,,,,,,,,
Attrited Customer,M,Post-Graduate,Single,Less than $40K,Silver,,,,,,,,,,,
Existing Customer,M,High School,Married,$80K - $120K,Blue,,,,,,,,,,,
Existing Customer,M,High School,Unknown,$120K +,Blue,,,,,,,,,,,
Existing Customer,M,College,Married,$60K - $80K,Blue,,,,,,,,,,,
Existing Customer,F,Unknown,Single,Unknown,Blue,,,,,,,,,,,
Attrited Customer,F,Graduate,Single,$40K - $60K,Silver,,,,,,,,,,,
Existing Customer,M,Unknown,Married,$40K - $60K,Blue,,,,,,,,,,,
Attrited Customer,M,High School,Married,$60K - $80K,Gold,,,,,,,,,,,
Attrited Customer,M,Graduate,Divorced,$120K +,Blue,,,,,,,,,,,
Attrited Customer,F,High School,Single,Less than $40K,Blue,,,,,,,,,,,
Existing Customer,M,Post-Graduate,Unknown,$80K - $120K,Blue,,,,,,,,,,,
Existing Customer,F,Uneducated,Unknown,Unknown,Blue,,,,,,,,,,,
Attrited Customer,M,Unknown,Married,$40K - $60K,Blue,,,,,,,,,,,
Existing Customer,F,Doctorate,Single,Less than $40K,Blue,,,,,,,,,,,
Existing Customer,M,Uneducated,Unknown,$120K +,Blue,,,,,,,,,,,
Existing Customer,M,Graduate,Married,$80K - $120K,Blue,,,,,,,,,,,
Existing Customer,M,Graduate,Married,$120K +,Blue,,,,,,,,,,,
Attrited Customer,F,Uneducated,Unknown,Less than $40K,Blue,,,,,,,,,,,
Existing Customer,M,Unknown,Married,$40K - $60K,Blue,,,,,,,,,,,
Existing Customer,M,College,Married,$40K - $60K,Blue,,,,,,,,,,,
Attrited Customer,M,Graduate,Divorced,$80K - $120K,Silver,,,,,,,,,,,
Attrited Customer,M,Unknown,Married,$80K - $120K,Blue,,,,,,,,,,,
Existing Customer,M,Graduate,Married,$80K - $120K,Blue,,,,,,,,,,,
Attrited Customer,F,Graduate,Married,Less than $40K,Blue,,,,,,,,,,,
Existing Customer,M,Post-Graduate,Married,$40K - $60K,Blue,,,,,,,,,,,
Existing Customer,M,Post-Graduate,Married,$120K +,Blue,,,,,,,,,,,
Existing Customer,F,Graduate,Single,$40K - $60K,Blue,,,,,,,,,,,
Existing Customer,M,College,Married,$80K - $120K,Silver,,,,,,,,,,,
Existing Customer,F,Unknown,Married,Less than $40K,Blue,,,,,,,,,,,
Attrited Customer,M,Graduate,Single,$80K - $120K,Blue,,,,,,,,,,,
Existing Customer,M,Post-Graduate,Single,Unknown,Blue,,,,,,,,,,,
Existing Customer,F,Graduate,Divorced,Less than $40K,Blue,,,,,,,,,,,
Attrited Customer,M,High School,Single,$80K - $120K,Blue,,,,,,,,,,,
Existing Customer,F,High School,Married,Less than $40K,Blue,,,,,,,,,,,
Attrited Customer,M,High School,Single,$40K - $60K,Blue,,,,,,,,,,,
Attrited Customer,F,Post-Graduate,Single,Less than $40K,Blue,,,,,,,,,,,
Existing Customer,M,Graduate,Single,$80K - $120K,Blue,,,,,,,,,,,
Existing Customer,M,Post-Graduate,Single,$40K - $60K,Blue,,,,,,,,,,,
Existing Customer,F,College,Single,Less than $40K,Blue,,,,,,,,,,,
Existing Customer,F,Uneducated,Single,Less than $40K,Silver,,,,,,,,,,,
Existing Customer,M,Graduate,Single,$60K - $80K,Platinum,,,,,,,,,,,
Existing Customer,M,Graduate,Married,$60K - $80K,Blue,,,,,,,,,,,
Existing Customer,F,Graduate,Married,Unknown,Blue,,,,,,,,,,,
Existing Customer,F,Doctorate,Divorced,Less than $40K,Silver,,,,,,,,,,,
Existing Customer,M,College,Married,$40K - $60K,Blue,,,,,,,,,,,
Attrited Customer,F,High School,Single,Less than $40K,Blue,,,,,,,,,,,
Existing Customer,M,Graduate,Married,$80K - $120K,Blue,,,,,,,,,,,
Existing Customer,M,Unknown,Single,$80K - $120K,Blue,,,,,,,,,,,
Existing Customer,F,Unknown,Single,Less than $40K,Blue,,,,,,,,,,,
Attrited Customer,M,Unknown,Single,$60K - $80K,Blue,,,,,,,,,,,
Existing Customer,F,Graduate,Married,Unknown,Blue,,,,,,,,,,,
Existing Customer,F,High School,Single,Less than $40K,Silver,,,,,,,,,,,
Existing Customer,M,High School,Married,$60K - $80K,Blue,,,,,,,,,,,
Existing Customer,M,Graduate,Married,$120K +,Blue,,,,,,,,,,,
Existing Customer,F,High School,Single,Less than $40K,Silver,,,,,,,,,,,
Existing Customer,M,Uneducated,Single,Less than $40K,Blue,,,,,,,,,,,
Existing Customer,F,Uneducated,Single,$40K - $60K,Blue,,,,,,,,,,,
Existing Customer,M,College,Married,$120K +,Blue,,,,,,,,,,,
Attrited Customer,M,Doctorate,Married,$120K +,Blue,,,,,,,,,,,
Existing Customer,M,High School,Single,$60K - $80K,Gold,,,,,,,,,,,
Attrited Customer,M,Graduate,Married,$40K - $60K,Blue,,,,,,,,,,,
Existing Customer,M,High School,Single,$120K +,Blue,,,,,,,,,,,
Attrited Customer,M,High School,Single,$60K - $80K,Blue,,,,,,,,,,,
Existing Customer,M,Graduate,Married,$120K +,Silver,,,,,,,,,,,
Existing Customer,M,Graduate,Single,$80K - $120K,Blue,,,,,,,,,,,
Existing Customer,M,Uneducated,Married,$60K - $80K,Blue,,,,,,,,,,,
Attrited Customer,F,Post-Graduate,Married,$40K - $60K,Silver,,,,,,,,,,,
Existing Customer,F,High School,Divorced,$40K - $60K,Blue,,,,,,,,,,,
Attrited Customer,M,Uneducated,Married,$60K - $80K,Silver,,,,,,,,,,,
Existing Customer,M,Post-Graduate,Divorced,$60K - $80K,Blue,,,,,,,,,,,
Existing Customer,F,Graduate,Single,Unknown,Platinum,,,,,,,,,,,
Attrited Customer,M,Graduate,Married,$120K +,Blue,,,,,,,,,,,
Attrited Customer,F,Graduate,Married,$40K - $60K,Blue,,,,,,,,,,,
Existing Customer,M,Unknown,Single,$120K +,Blue,,,,,,,,,,,
Existing Customer,F,Doctorate,Married,Unknown,Blue,,,,,,,,,,,
Existing Customer,M,Graduate,Divorced,Less than $40K,Blue,,,,,,,,,,,
Existing Customer,F,Graduate,Divorced,Less than $40K,Blue,,,,,,,,,,,
Existing Customer,M,High School,Divorced,$80K - $120K,Blue,,,,,,,,,,,
Existing Customer,F,Graduate,Single,$40K - $60K,Blue,,,,,,,,,,,
Existing Customer,F,College,Married,Less than $40K,Blue,,,,,,,,,,,
Attrited Customer,M,Doctorate,Single,$60K - $80K,Silver,,,,,,,,,,,
Attrited Customer,F,Graduate,Single,$40K - $60K,Blue,,,,,,,,,,,
Existing Customer,M,College,Married,$80K - $120K,Blue,,,,,,,,,,,
Existing Customer,M,Graduate,Married,$40K - $60K,Silver,,,,,,,,,,,
Existing Customer,M,Uneducated,Married,$120K +,Blue,,,,,,,,,,,
Existing Customer,M,High School,Single,$60K - $80K,Silver,,,,,,,,,,,
Existing Customer,F,Post-Graduate,Divorced,Less than $40K,Blue,,,,,,,,,,,
Existing Customer,M,High School,Married,$40K - $60K,Blue,,,,,,,,,,,
Existing Customer,M,High School,Single,$60K - $80K,Blue,,,,,,,,,,,
Attrited Customer,M,High School,Single,$60K - $80K,Blue,,,,,,,,,,,
Existing Customer,F,College,Married,$40K - $60K,Blue,,,,,,,,,,,
Existing Customer,M,High School,Married,$60K - $80K,Blue,,,,,,,,,,,
Existing Customer,M,College,Unknown,$80K - $120K,Blue,,,,,,,,,,,
Existing Customer,F,High School,Single,Unknown,Blue,,,,,,,,,,,
Existing Customer,F,Uneducated,Single,$40K - $60K,Blue,,,,,,,,,,,
Attrited Customer,M,Uneducated,Married,$80K - $120K,Blue,,,,,,,,,,,
Existing Customer,M,High School,Single,$80K - $120K,Silver,,,,,,,,,,,
Existing Customer,M,Uneducated,Married,$80K - $120K,Silver,,,,,,,,,,,
Existing Customer,F,Graduate,Single,Less than $40K,Blue,,,,,,,,,,,
Existing Customer,M,Unknown,Single,$60K - $80K,Blue,,,,,,,,,,,
Attrited Customer,M,High School,Married,$80K - $120K,Blue,,,,,,,,,,,
Attrited Customer,F,Unknown,Single,$40K - $60K,Silver,,,,,,,,,,,
Existing Customer,F,Post-Graduate,Married,$40K - $60K,Blue,,,,,,,,,,,
Existing Customer,M,Graduate,Unknown,Less than $40K,Gold,,,,,,,,,,,
Existing Customer,F,Graduate,Divorced,Unknown,Silver,,,,,,,,,,,
Existing Customer,F,Unknown,Unknown,Unknown,Blue,,,,,,,,,,,
Existing Customer,M,Unknown,Unknown,$40K - $60K,Blue,,,,,,,,,,,
Existing Customer,M,College,Married,$40K - $60K,Blue,,,,,,,,,,,
Existing Customer,F,High School,Single,Less than $40K,Blue,,,,,,,,,,,
Attrited Customer,F,Graduate,Single,Less than $40K,Blue,,,,,,,,,,,
Attrited Customer,M,Graduate,Single,$80K - $120K,Blue,,,,,,,,,,,
Existing Customer,M,Post-Graduate,Single,$120K +,Silver,,,,,,,,,,,
Existing Customer,M,High School,Single,$40K - $60K,Blue,,,,,,,,,,,
Existing Customer,F,College,Single,Less than $40K,Blue,,,,,,,,,,,
Existing Customer,M,Unknown,Single,$80K - $120K,Blue,,,,,,,,,,,
Existing Customer,M,Graduate,Single,$40K - $60K,Gold,,,,,,,,,,,
Existing Customer,M,Unknown,Married,$80K - $120K,Blue,,,,,,,,,,,
Existing Customer,M,High School,Single,$80K - $120K,Blue,,,,,,,,,,,
Attrited Customer,F,Uneducated,Single,Less than $40K,Blue,,,,,,,,,,,
Attrited Customer,F,Unknown,Single,Less than $40K,Blue,,,,,,,,,,,
Existing Customer,M,Graduate,Single,$80K - $120K,Blue,,,,,,,,,,,
Existing Customer,M,Unknown,Single,$80K - $120K,Blue,,,,,,,,,,,
Existing Customer,M,Unknown,Married,$80K - $120K,Blue,,,,,,,,,,,
Existing Customer,M,Graduate,Married,$60K - $80K,Blue,,,,,,,,,,,
Existing Customer,M,High School,Married,$80K - $120K,Silver,,,,,,,,,,,
Existing Customer,F,Uneducated,Married,Less than $40K,Blue,,,,,,,,,,,
Existing Customer,M,Graduate,Divorced,$60K - $80K,Silver,,,,,,,,,,,
Existing Customer,M,Graduate,Single,Less than $40K,Blue,,,,,,,,,,,
Attrited Customer,F,Uneducated,Single,Unknown,Blue,,,,,,,,,,,
Attrited Customer,M,Unknown,Single,$60K - $80K,Blue,,,,,,,,,,,
Existing Customer,M,Graduate,Divorced,$80K - $120K,Blue,,,,,,,,,,,
Existing Customer,F,Graduate,Single,Unknown,Gold,,,,,,,,,,,
Existing Customer,M,Graduate,Married,$60K - $80K,Blue,,,,,,,,,,,
Attrited Customer,M,Unknown,Married,$80K - $120K,Blue,,,,,,,,,,,
Existing Customer,M,Post-Graduate,Divorced,$60K - $80K,Blue,,,,,,,,,,,
Existing Customer,M,High School,Single,$80K - $120K,Silver,,,,,,,,,,,
Existing Customer,F,Unknown,Single,Less than $40K,Blue,,,,,,,,,,,
Existing Customer,F,College,Single,Unknown,Silver,,,,,,,,,,,
Attrited Customer,M,Graduate,Married,$60K - $80K,Blue,,,,,,,,,,,
Existing Customer,F,Uneducated,Divorced,$40K - $60K,Blue,,,,,,,,,,,
Existing Customer,M,Graduate,Divorced,$40K - $60K,Blue,,,,,,,,,,,
Existing Customer,M,Uneducated,Single,$60K - $80K,Blue,,,,,,,,,,,
Existing Customer,F,Graduate,Married,Less than $40K,Blue,,,,,,,,,,,
Existing Customer,F,Graduate,Single,Less than $40K,Blue,,,,,,,,,,,
Existing Customer,M,Doctorate,Married,$120K +,Blue,,,,,,,,,,,
Existing Customer,F,High School,Single,Less than $40K,Silver,,,,,,,,,,,
Existing Customer,M,Graduate,Married,$60K - $80K,Silver,,,,,,,,,,,
Existing Customer,M,College,Single,$40K - $60K,Blue,,,,,,,,,,,
Attrited Customer,M,Uneducated,Married,$80K - $120K,Blue,,,,,,,,,,,
Existing Customer,F,Graduate,Married,Less than $40K,Blue,,,,,,,,,,,
Existing Customer,M,Unknown,Single,$60K - $80K,Blue,,,,,,,,,,,
Existing Customer,F,Unknown,Married,$40K - $60K,Blue,,,,,,,,,,,
Existing Customer,M,Post-Graduate,Single,$80K - $120K,Blue,,,,,,,,,,,
Existing Customer,F,Graduate,Married,Less than $40K,Blue,,,,,,,,,,,
Attrited Customer,M,Unknown,Married,$120K +,Blue,,,,,,,,,,,
Attrited Customer,M,College,Single,$120K +,Blue,,,,,,,,,,,
Existing Customer,M,High School,Single,$80K - $120K,Blue,,,,,,,,,,,
Existing Customer,M,High School,Married,$80K - $120K,Blue,,,,,,,,,,,
Attrited Customer,M,Uneducated,Married,$40K - $60K,Blue,,,,,,,,,,,
Existing Customer,F,High School,Single,Less than $40K,Silver,,,,,,,,,,,
Attrited Customer,M,Graduate,Single,$80K - $120K,Gold,,,,,,,,,,,
Attrited Customer,M,Graduate,Married,$120K +,Blue,,,,,,,,,,,
Attrited Customer,M,Uneducated,Single,$120K +,Silver,,,,,,,,,,,
Attrited Customer,F,Unknown,Single,Unknown,Blue,,,,,,,,,,,
Existing Customer,M,Uneducated,Married,$40K - $60K,Blue,,,,,,,,,,,
Existing Customer,M,Uneducated,Married,$80K - $120K,Blue,,,,,,,,,,,
Attrited Customer,M,Graduate,Married,$80K - $120K,Blue,,,,,,,,,,,
Existing Customer,M,Uneducated,Divorced,$40K - $60K,Blue,,,,,,,,,,,
Existing Customer,F,Unknown,Divorced,Unknown,Blue,,,,,,,,,,,
Existing Customer,M,Graduate,Unknown,$40K - $60K,Blue,,,,,,,,,,,
Existing Customer,M,High School,Unknown,$120K +,Blue,,,,,,,,,,,
Attrited Customer,F,Graduate,Single,Less than $40K,Blue,,,,,,,,,,,
Existing Customer,F,Uneducated,Single,Less than $40K,Silver,,,,,,,,,,,
Existing Customer,M,College,Married,$80K - $120K,Silver,,,,,,,,,,,
Existing Customer,M,Uneducated,Married,$60K - $80K,Blue,,,,,,,,,,,
Attrited Customer,M,High School,Married,$60K - $80K,Blue,,,,,,,,,,,
Existing Customer,M,Unknown,Married,$60K - $80K,Blue,,,,,,,,,,,
Existing Customer,M,Unknown,Married,$120K +,Silver,,,,,,,,,,,
Existing Customer,F,Graduate,Married,Less than $40K,Blue,,,,,,,,,,,
Existing Customer,F,Graduate,Unknown,Unknown,Silver,,,,,,,,,,,
Attrited Customer,F,Graduate,Married,Unknown,Silver,,,,,,,,,,,
Existing Customer,M,Graduate,Single,$120K +,Blue,,,,,,,,,,,
Existing Customer,M,Doctorate,Single,$80K - $120K,Blue,,,,,,,,,,,
Existing Customer,M,High School,Single,Less than $40K,Blue,,,,,,,,,,,
Attrited Customer,M,Unknown,Single,$80K - $120K,Blue,,,,,,,,,,,
Existing Customer,M,College,Married,$40K - $60K,Blue,,,,,,,,,,,
Existing Customer,M,Post-Graduate,Married,$40K - $60K,Silver,,,,,,,,,,,
Attrited Customer,M,Uneducated,Married,$80K - $120K,Blue,,,,,,,,,,,
Existing Customer,M,Graduate,Married,$120K +,Silver,,,,,,,,,,,
Attrited Customer,F,Uneducated,Married,Less than $40K,Blue,,,,,,,,,,,
Existing Customer,F,Doctorate,Married,Less than $40K,Gold,,,,,,,,,,,
Existing Customer,M,Post-Graduate,Married,$40K - $60K,Blue,,,,,,,,,,,
Existing Customer,F,Graduate,Single,Less than $40K,Blue,,,,,,,,,,,
Existing Customer,F,Unknown,Single,Less than $40K,Blue,,,,,,,,,,,
Existing Customer,F,Unknown,Single,Less than $40K,Blue,,,,,,,,,,,
Existing Customer,M,High School,Married,$60K - $80K,Blue,,,,,,,,,,,
Attrited Customer,F,Doctorate,Single,Less than $40K,Gold,,,,,,,,,,,
Attrited Customer,F,High School,Single,Unknown,Blue,,,,,,,,,,,
Existing Customer,M,High School,Single,$80K - $120K,Silver,,,,,,,,,,,
Existing Customer,M,Graduate,Single,$60K - $80K,Blue,,,,,,,,,,,
Attrited Customer,F,Unknown,Married,$40K - $60K,Blue,,,,,,,,,,,
Existing Customer,M,Unknown,Married,$120K +,Blue,,,,,,,,,,,
Existing Customer,M,College,Single,$60K - $80K,Silver,,,,,,,,,,,
Existing Customer,M,High School,Divorced,$120K +,Blue,,,,,,,,,,,
Attrited Customer,M,Graduate,Single,$80K - $120K,Blue,,,,,,,,,,,
Existing Customer,M,Doctorate,Married,$80K - $120K,Blue,,,,,,,,,,,
Existing Customer,M,Graduate,Single,$60K - $80K,Blue,,,,,,,,,,,
Existing Customer,F,Graduate,Single,Less than $40K,Blue,,,,,,,,,,,
Attrited Customer,F,Uneducated,Divorced,Less than $40K,Blue,,,,,,,,,,,
Existing Customer,M,High School,Married,$60K - $80K,Gold,,,,,,,,,,,
Existing Customer,F,College,Married,Less than $40K,Blue,,,,,,,,,,,
Existing Customer,M,Graduate,Married,$80K - $120K,Blue,,,,,,,,,,,
Existing Customer,F,Doctorate,Single,Unknown,Blue,,,,,,,,,,,
Attrited Customer,M,College,Single,$40K - $60K,Silver,,,,,,,,,,,
Existing Customer,M,High School,Single,$80K - $120K,Blue,,,,,,,,,,,
Existing Customer,M,Unknown,Married,$60K - $80K,Blue,,,,,,,,,,,
Existing Customer,F,High School,Single,Less than $40K,Blue,,,,,,,,,,,
Existing Customer,M,Graduate,Married,$120K +,Blue,,,,,,,,,,,
Attrited Customer,M,Uneducated,Married,$80K - $120K,Blue,,,,,,,,,,,
Existing Customer,M,Graduate,Divorced,$60K - $80K,Blue,,,,,,,,,,,
Attrited Customer,M,Unknown,Married,$120K +,Blue,,,,,,,,,,,
Existing Customer,F,Graduate,Married,Less than $40K,Blue,,,,,,,,,,,
Existing Customer,M,Graduate,Married,Less than $40K,Silver,,,,,,,,,,,
Existing Customer,M,High School,Single,$60K - $80K,Silver,,,,,,,,,,,
Existing Customer,M,Uneducated,Married,$80K - $120K,Silver,,,,,,,,,,,
Attrited Customer,F,Doctorate,Married,Less than $40K,Blue,,,,,,,,,,,
Existing Customer,M,High School,Married,$80K - $120K,Silver,,,,,,,,,,,
Existing Customer,F,College,Unknown,Unknown,Blue,,,,,,,,,,,
Attrited Customer,M,High School,Single,$40K - $60K,Blue,,,,,,,,,,,
Existing Customer,M,High School,Married,$40K - $60K,Blue,,,,,,,,,,,
Attrited Customer,F,Graduate,Single,Less than $40K,Blue,,,,,,,,,,,
Existing Customer,M,Doctorate,Divorced,$80K - $120K,Blue,,,,,,,,,,,
Attrited Customer,F,High School,Unknown,Unknown,Blue,,,,,,,,,,,
Attrited Customer,F,Graduate,Married,Unknown,Blue,,,,,,,,,,,
Attrited Customer,M,Graduate,Married,$60K - $80K,Blue,,,,,,,,,,,
Attrited Customer,F,Unknown,Married,Less than $40K,Blue,,,,,,,,,,,
Attrited Customer,M,High School,Single,$120K +,Blue,,,,,,,,,,,
Existing Customer,M,College,Married,$80K - $120K,Blue,,,,,,,,,,,
Existing Customer,F,Graduate,Married,Less than $40K,Blue,,,,,,,,,,,
Existing Customer,F,Graduate,Single,Less than $40K,Blue,,,,,,,,,,,
